200 18.5 6 250 3645 16.2 76
294 35.7 4 98 1915 14.4 79
388 27 4 140 2790 15.6 82
272 23.9 4 119 2405 14.9 78
201 17.5 6 258 3193 17.8 76
165 13 8 302 3169 12 75
21 25 4 110 2672 17.5 70
195 24.5 4 98 2164 22.1 76
133 16 6 258 3632 18 74
226 19 6 225 3630 17.7 77
205 26.5 4 140 2565 13.6 76
22 24 4 107 2430 14.5 70
50 28 4 116 2123 14 71
181 28 4 107 2464 15.5 76
148 24 4 120 2489 15 74
236 30.5 4 98 2051 17 77
244 36.1 4 98 1800 14.4 78
116 16 8 400 4278 9.5 73
334 32.4 4 107 2290 17 80
206 20 4 130 3150 15.7 76
99 18 6 232 2945 16 73
8 14 8 440 4312 8.5 70
262 17.7 6 231 3445 13.4 78
170 24 4 134 2702 13.5 75
233 24.5 4 151 2740 16 77
150 31 4 79 2000 16 74
184 26 4 98 2255 17.7 76
392 31 4 119 2720 19.4 82
377 34 4 108 2245 16.9 82
238 30 4 97 1985 16.4 77
7 14 8 454 4354 9 70
331 32.7 6 168 2910 11.4 80
30 27 4 97 2130 14.5 71
359 22.4 6 231 3415 15.8 81
65 14 8 351 4129 13 72
70 13 8 400 4422 12.5 72
290 19.2 8 267 3605 15 79
270 23.2 4 156 2745 16.7 78
212 13 8 350 4055 12 76
94 13 8 440 4735 11 73
342 35.1 4 81 1760 16.1 81
255 20.5 6 225 3430 17.2 78
25 21 6 199 2648 15 70
83 28 4 98 2164 15 72
209 19 6 156 2930 15.5 76
84 27 4 97 2100 16.5 72
60 20 4 140 2408 19.5 72
338 23.5 6 173 2725 12.6 81
353 32.9 4 119 2615 14.8 81
38 14 8 350 4209 12 71
137 14 8 318 4457 13.5 74
304 28.4 4 151 2670 16 79
264 17.5 8 318 4080 13.7 78
104 12 8 400 4906 12.5 73
325 43.4 4 90 2335 23.7 80
223 15 8 302 4295 14.9 77
282 20.2 6 232 3265 18.2 79
313 26.4 4 140 2870 18.1 80
335 27.2 4 135 2490 15.7 81
12 14 8 340 3609 8 70
